titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
add-digits,Add Digits,Easy,64.00647519,FALSE,"math,simulation,number-theory",algorithms
3sum-smaller,3Sum Smaller,Medium,50.64662982,TRUE,"array,two-pointers,binary-search,sorting",algorithms
single-number-iii,Single Number III,Medium,67.68363809,FALSE,"array,bit-manipulation",algorithms
graph-valid-tree,Graph Valid Tree,Medium,47.13418425,TRUE,"depth-first-search,breadth-first-search,union-find,graph",algorithms
trips-and-users,Trips and Users,Hard,37.23443725,FALSE,database,database
ugly-number,Ugly Number,Easy,42.25911202,FALSE,math,algorithms
ugly-number-ii,Ugly Number II,Medium,46.18023302,FALSE,"hash-table,math,dynamic-programming,heap-priority-queue",algorithms
paint-house-ii,Paint House II,Hard,52.95984318,TRUE,"array,dynamic-programming",algorithms
palindrome-permutation,Palindrome Permutation,Easy,66.06245546,TRUE,"hash-table,string,bit-manipulation",algorithms
palindrome-permutation-ii,Palindrome Permutation II,Medium,40.71925908,TRUE,"hash-table,string,backtracking",algorithms
missing-number,Missing Number,Easy,62.65318629,FALSE,"array,hash-table,math,binary-search,bit-manipulation,sorting",algorithms
alien-dictionary,Alien Dictionary,Hard,35.32591898,TRUE,"array,string,depth-first-search,breadth-first-search,graph,topological-sort",algorithms
closest-binary-search-tree-value,Closest Binary Search Tree Value,Easy,54.67650152,TRUE,"binary-search,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
encode-and-decode-strings,Encode and Decode Strings,Medium,42.91214465,TRUE,"array,string,design",algorithms
closest-binary-search-tree-value-ii,Closest Binary Search Tree Value II,Hard,58.41943325,TRUE,"two-pointers,stack,tree,depth-first-search,binary-search-tree,heap-priority-queue,binary-tree",algorithms
integer-to-english-words,Integer to English Words,Hard,30.01660417,FALSE,"math,string,recursion",algorithms
h-index,H-Index,Medium,38.35522963,FALSE,"array,sorting,counting-sort",algorithms
h-index-ii,H-Index II,Medium,37.60483785,FALSE,"array,binary-search",algorithms
paint-fence,Paint Fence,Medium,44.56017462,TRUE,dynamic-programming,algorithms
find-the-celebrity,Find the Celebrity,Medium,46.6526833,TRUE,"two-pointers,greedy,graph,interactive",algorithms
first-bad-version,First Bad Version,Easy,43.35519201,FALSE,"binary-search,interactive",algorithms
perfect-squares,Perfect Squares,Medium,52.6659142,FALSE,"math,dynamic-programming,breadth-first-search",algorithms
wiggle-sort,Wiggle Sort,Medium,67.03058358,TRUE,"array,greedy,sorting",algorithms
zigzag-iterator,Zigzag Iterator,Medium,62.80076928,TRUE,"array,design,queue,iterator",algorithms
expression-add-operators,Expression Add Operators,Hard,39.18753999,FALSE,"math,string,backtracking",algorithms
move-zeroes,Move Zeroes,Easy,61.39413435,FALSE,"array,two-pointers",algorithms
peeking-iterator,Peeking Iterator,Medium,58.67475326,FALSE,"array,design,iterator",algorithms
inorder-successor-in-bst,Inorder Successor in BST,Medium,48.7663986,TRUE,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
walls-and-gates,Walls and Gates,Medium,60.45817677,TRUE,"array,breadth-first-search,matrix",algorithms
find-the-duplicate-number,Find the Duplicate Number,Medium,59.09290937,FALSE,"array,two-pointers,binary-search,bit-manipulation",algorithms
unique-word-abbreviation,Unique Word Abbreviation,Medium,25.61485775,TRUE,"array,hash-table,string,design",algorithms
game-of-life,Game of Life,Medium,67.21179028,FALSE,"array,matrix,simulation",algorithms
word-pattern,Word Pattern,Easy,41.65931405,FALSE,"hash-table,string",algorithms
word-pattern-ii,Word Pattern II,Medium,47.10625887,TRUE,"hash-table,string,backtracking",algorithms
nim-game,Nim Game,Easy,56.11958449,FALSE,"math,brainteaser,game-theory",algorithms
flip-game,Flip Game,Easy,63.22133016,TRUE,string,algorithms
flip-game-ii,Flip Game II,Medium,51.90592425,TRUE,"math,dynamic-programming,backtracking,memoization,game-theory",algorithms
find-median-from-data-stream,Find Median from Data Stream,Hard,51.44566202,FALSE,"two-pointers,design,sorting,heap-priority-queue,data-stream",algorithms
best-meeting-point,Best Meeting Point,Hard,60.08718365,TRUE,"array,math,sorting,matrix",algorithms
serialize-and-deserialize-binary-tree,Serialize and Deserialize Binary Tree,Hard,55.43989778,FALSE,"string,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
binary-tree-longest-consecutive-sequence,Binary Tree Longest Consecutive Sequence,Medium,52.78529432,TRUE,"tree,depth-first-search,binary-tree",algorithms
bulls-and-cows,Bulls and Cows,Medium,49.48201716,FALSE,"hash-table,string,counting",algorithms
longest-increasing-subsequence,Longest Increasing Subsequence,Medium,52.20494256,FALSE,"array,binary-search,dynamic-programming",algorithms
remove-invalid-parentheses,Remove Invalid Parentheses,Hard,47.17226965,FALSE,"string,backtracking,breadth-first-search",algorithms
smallest-rectangle-enclosing-black-pixels,Smallest Rectangle Enclosing Black Pixels,Hard,58.49782866,TRUE,"array,binary-search,depth-first-search,breadth-first-search,matrix",algorithms
range-sum-query-immutable,Range Sum Query - Immutable,Easy,59.63983226,FALSE,"array,design,prefix-sum",algorithms
range-sum-query-2d-immutable,Range Sum Query 2D - Immutable,Medium,52.91404231,FALSE,"array,design,matrix,prefix-sum",algorithms
number-of-islands-ii,Number of Islands II,Hard,39.62398865,TRUE,"array,union-find",algorithms
additive-number,Additive Number,Medium,31.07709049,FALSE,"string,backtracking",algorithms
range-sum-query-mutable,Range Sum Query - Mutable,Medium,40.70311695,FALSE,"array,design,binary-indexed-tree,segment-tree",algorithms
range-sum-query-2d-mutable,Range Sum Query 2D - Mutable,Hard,42.88129137,TRUE,"array,design,binary-indexed-tree,segment-tree,matrix",algorithms
best-time-to-buy-and-sell-stock-with-cooldown,Best Time to Buy and Sell Stock with Cooldown,Medium,56.27948905,FALSE,"array,dynamic-programming",algorithms
minimum-height-trees,Minimum Height Trees,Medium,38.55576055,FALSE,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
sparse-matrix-multiplication,Sparse Matrix Multiplication,Medium,67.34682642,TRUE,"array,hash-table,matrix",algorithms
burst-balloons,Burst Balloons,Hard,57.02835896,FALSE,"array,dynamic-programming",algorithms
super-ugly-number,Super Ugly Number,Medium,45.47592123,FALSE,"array,math,dynamic-programming",algorithms
binary-tree-vertical-order-traversal,Binary Tree Vertical Order Traversal,Medium,52.3098062,TRUE,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
count-of-smaller-numbers-after-self,Count of Smaller Numbers After Self,Hard,42.54311417,FALSE,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
remove-duplicate-letters,Remove Duplicate Letters,Medium,45.06277113,FALSE,"string,stack,greedy,monotonic-stack",algorithms
shortest-distance-from-all-buildings,Shortest Distance from All Buildings,Hard,42.59132876,TRUE,"array,breadth-first-search,matrix",algorithms
maximum-product-of-word-lengths,Maximum Product of Word Lengths,Medium,59.87922878,FALSE,"array,string,bit-manipulation",algorithms
bulb-switcher,Bulb Switcher,Medium,48.36610988,FALSE,"math,brainteaser",algorithms
generalized-abbreviation,Generalized Abbreviation,Medium,57.69784808,TRUE,"string,backtracking,bit-manipulation",algorithms
create-maximum-number,Create Maximum Number,Hard,29.10182648,FALSE,"stack,greedy,monotonic-stack",algorithms
coin-change,Coin Change,Medium,42.10597767,FALSE,"array,dynamic-programming,breadth-first-search",algorithms
number-of-connected-components-in-an-undirected-graph,Number of Connected Components in an Undirected Graph,Medium,62.26874922,TRUE,"depth-first-search,breadth-first-search,union-find,graph",algorithms
wiggle-sort-ii,Wiggle Sort II,Medium,33.34665226,FALSE,"array,divide-and-conquer,sorting,quickselect",algorithms
maximum-size-subarray-sum-equals-k,Maximum Size Subarray Sum Equals k,Medium,49.24683269,TRUE,"array,hash-table,prefix-sum",algorithms
power-of-three,Power of Three,Easy,45.54195044,FALSE,"math,recursion",algorithms
count-of-range-sum,Count of Range Sum,Hard,35.80486068,FALSE,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
odd-even-linked-list,Odd Even Linked List,Medium,61.26157331,FALSE,linked-list,algorithms
longest-increasing-path-in-a-matrix,Longest Increasing Path in a Matrix,Hard,52.46169434,FALSE,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix",algorithms
patching-array,Patching Array,Hard,40.318572,FALSE,"array,greedy",algorithms
verify-preorder-serialization-of-a-binary-tree,Verify Preorder Serialization of a Binary Tree,Medium,44.57321924,FALSE,"string,stack,tree,binary-tree",algorithms
reconstruct-itinerary,Reconstruct Itinerary,Hard,41.25227529,FALSE,"depth-first-search,graph,eulerian-circuit",algorithms
largest-bst-subtree,Largest BST Subtree,Medium,42.82072196,TRUE,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
increasing-triplet-subsequence,Increasing Triplet Subsequence,Medium,42.69297715,FALSE,"array,greedy",algorithms
self-crossing,Self Crossing,Hard,29.4855929,FALSE,"array,math,geometry",algorithms
palindrome-pairs,Palindrome Pairs,Hard,34.99244918,FALSE,"array,hash-table,string,trie",algorithms
house-robber-iii,House Robber III,Medium,53.92907604,FALSE,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
counting-bits,Counting Bits,Easy,75.78952421,FALSE,"dynamic-programming,bit-manipulation",algorithms
nested-list-weight-sum,Nested List Weight Sum,Medium,82.28584679,TRUE,"depth-first-search,breadth-first-search",algorithms
longest-substring-with-at-most-k-distinct-characters,Longest Substring with At Most K Distinct Characters,Medium,48.00573092,TRUE,"hash-table,string,sliding-window",algorithms
flatten-nested-list-iterator,Flatten Nested List Iterator,Medium,61.83759426,FALSE,"stack,tree,depth-first-search,design,queue,iterator",algorithms
power-of-four,Power of Four,Easy,46.18678476,FALSE,"math,bit-manipulation,recursion",algorithms
integer-break,Integer Break,Medium,56.11611293,FALSE,"math,dynamic-programming",algorithms
reverse-string,Reverse String,Easy,76.77993666,FALSE,"two-pointers,string",algorithms
reverse-vowels-of-a-string,Reverse Vowels of a String,Easy,50.15434449,FALSE,"two-pointers,string",algorithms
moving-average-from-data-stream,Moving Average from Data Stream,Easy,77.11260099,TRUE,"array,design,queue,data-stream",algorithms
top-k-frequent-elements,Top K Frequent Elements,Medium,64.15589315,FALSE,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect",algorithms
design-tic-tac-toe,Design Tic-Tac-Toe,Medium,57.55740566,TRUE,"array,hash-table,design,matrix",algorithms
intersection-of-two-arrays,Intersection of Two Arrays,Easy,70.96631884,FALSE,"array,hash-table,two-pointers,binary-search,sorting",algorithms
intersection-of-two-arrays-ii,Intersection of Two Arrays II,Easy,56.00154153,FALSE,"array,hash-table,two-pointers,binary-search,sorting",algorithms
android-unlock-patterns,Android Unlock Patterns,Medium,51.53342638,TRUE,"dynamic-programming,backtracking",algorithms
data-stream-as-disjoint-intervals,Data Stream as Disjoint Intervals,Hard,59.7355404,FALSE,"binary-search,design,ordered-set",algorithms
design-snake-game,Design Snake Game,Medium,39.1768497,TRUE,"array,design,queue,matrix",algorithms
russian-doll-envelopes,Russian Doll Envelopes,Hard,37.90221462,FALSE,"array,binary-search,dynamic-programming,sorting",algorithms
design-twitter,Design Twitter,Medium,37.30340429,FALSE,"hash-table,linked-list,design,heap-priority-queue",algorithms
line-reflection,Line Reflection,Medium,34.77651674,TRUE,"array,hash-table,math",algorithms
count-numbers-with-unique-digits,Count Numbers with Unique Digits,Medium,51.90475558,FALSE,"math,dynamic-programming,backtracking",algorithms
rearrange-string-k-distance-apart,Rearrange String k Distance Apart,Hard,37.7729544,TRUE,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
logger-rate-limiter,Logger Rate Limiter,Easy,75.60978963,TRUE,"hash-table,design",algorithms
sort-transformed-array,Sort Transformed Array,Medium,55.04944508,TRUE,"array,math,two-pointers,sorting",algorithms
bomb-enemy,Bomb Enemy,Medium,51.33713921,TRUE,"array,dynamic-programming,matrix",algorithms
design-hit-counter,Design Hit Counter,Medium,68.36333879,TRUE,"array,hash-table,binary-search,design,queue",algorithms
max-sum-of-rectangle-no-larger-than-k,Max Sum of Rectangle No Larger Than K,Hard,43.98875967,FALSE,"array,binary-search,matrix,prefix-sum,ordered-set",algorithms
nested-list-weight-sum-ii,Nested List Weight Sum II,Medium,66.56171414,TRUE,"stack,depth-first-search,breadth-first-search",algorithms
water-and-jug-problem,Water and Jug Problem,Medium,37.63855717,FALSE,"math,depth-first-search,breadth-first-search",algorithms
find-leaves-of-binary-tree,Find Leaves of Binary Tree,Medium,80.30627726,TRUE,"tree,depth-first-search,binary-tree",algorithms
valid-perfect-square,Valid Perfect Square,Easy,43.35071093,FALSE,"math,binary-search",algorithms
largest-divisible-subset,Largest Divisible Subset,Medium,41.56658476,FALSE,"array,math,dynamic-programming,sorting",algorithms
plus-one-linked-list,Plus One Linked List,Medium,60.97025322,TRUE,"linked-list,math",algorithms
range-addition,Range Addition,Medium,71.1561363,TRUE,"array,prefix-sum",algorithms
sum-of-two-integers,Sum of Two Integers,Medium,50.71541854,FALSE,"math,bit-manipulation",algorithms
super-pow,Super Pow,Medium,36.22514719,FALSE,"math,divide-and-conquer",algorithms
find-k-pairs-with-smallest-sums,Find K Pairs with Smallest Sums,Medium,38.25709661,FALSE,"array,heap-priority-queue",algorithms
guess-number-higher-or-lower,Guess Number Higher or Lower,Easy,51.88221551,FALSE,"binary-search,interactive",algorithms
guess-number-higher-or-lower-ii,Guess Number Higher or Lower II,Medium,46.93138214,FALSE,"math,dynamic-programming,game-theory",algorithms
wiggle-subsequence,Wiggle Subsequence,Medium,48.34131376,FALSE,"array,dynamic-programming,greedy",algorithms
combination-sum-iv,Combination Sum IV,Medium,52.18511076,FALSE,"array,dynamic-programming",algorithms
kth-smallest-element-in-a-sorted-matrix,Kth Smallest Element in a Sorted Matrix,Medium,61.76846822,FALSE,"array,binary-search,sorting,heap-priority-queue,matrix",algorithms
design-phone-directory,Design Phone Directory,Medium,51.18985236,TRUE,"array,hash-table,linked-list,design,queue",algorithms
insert-delete-getrandom-o1,Insert Delete GetRandom O(1),Medium,52.79926255,FALSE,"array,hash-table,math,design,randomized",algorithms
insert-delete-getrandom-o1-duplicates-allowed,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,35.51382648,FALSE,"array,hash-table,math,design,randomized",algorithms
linked-list-random-node,Linked List Random Node,Medium,62.77507587,FALSE,"linked-list,math,reservoir-sampling,randomized",algorithms
ransom-note,Ransom Note,Easy,58.31778721,FALSE,"hash-table,string,counting",algorithms
shuffle-an-array,Shuffle an Array,Medium,57.84396541,FALSE,"array,math,randomized",algorithms
mini-parser,Mini Parser,Medium,36.94399207,FALSE,"string,stack,depth-first-search",algorithms
lexicographical-numbers,Lexicographical Numbers,Medium,61.66605639,FALSE,"depth-first-search,trie",algorithms
first-unique-character-in-a-string,First Unique Character in a String,Easy,59.65269494,FALSE,"hash-table,string,queue,counting",algorithms
longest-absolute-file-path,Longest Absolute File Path,Medium,46.64673695,FALSE,"string,stack,depth-first-search",algorithms
find-the-difference,Find the Difference,Easy,59.89526936,FALSE,"hash-table,string,bit-manipulation,sorting",algorithms
elimination-game,Elimination Game,Medium,46.05904431,FALSE,"math,recursion",algorithms
perfect-rectangle,Perfect Rectangle,Hard,32.84607832,FALSE,"array,line-sweep",algorithms
is-subsequence,Is Subsequence,Easy,47.50822138,FALSE,"two-pointers,string,dynamic-programming",algorithms
