problem_statement,titleslug,title,tags,num_occur
"Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number. Let these two numbers be numbers[index1] and numbers[index2] where 1 <= index1 < index2 <= numbers.length. Return the indices of the two numbers, index1 and index2, added by one as an integer array [index1, index2] of length 2. The tests are generated such that there is exactly one solution. You may not use the same element twice. Your solution must use only constant extra space.  ",two-sum-ii-input-array-is-sorted,Two Sum II - Input Array Is Sorted,"Array, Two Pointers, Binary Search",11
"Given a string s and a dictionary of strings wordDict, add spaces in s to construct a sentence where each word is a valid dictionary word. Return all such possible sentences in any order. Note that the same word in the dictionary may be reused multiple times in the segmentation.  ",word-break-ii,Word Break II,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization",11
"Given two strings s and t of lengths m and n respectively, return the minimum window substring of s such that every character in t (including duplicates) is included in the window. If there is no such substring, return the empty string """". The testcases will be generated such that the answer is unique.  ",minimum-window-substring,Minimum Window Substring,"Hash Table, String, Sliding Window",11
"Given a signed 32-bit integer x, return x with its digits reversed. If reversing x causes the value to go outside the signed 32-bit integer range [-231, 231 - 1], then return 0. Assume the environment does not allow you to store 64-bit integers (signed or unsigned).  ",reverse-integer,Reverse Integer,Math,11
"Given the root of a binary tree, calculate the vertical order traversal of the binary tree. For each node at position (row, col), its left and right children will be at positions (row + 1, col - 1) and (row + 1, col + 1) respectively. The root of the tree is at (0, 0). The vertical order traversal of a binary tree is a list of top-to-bottom orderings for each column index starting from the leftmost column and ending on the rightmost column. There may be multiple nodes in the same row and same column. In such a case, sort these nodes by their values. Return the vertical order traversal of the binary tree.  ",vertical-order-traversal-of-a-binary-tree,Vertical Order Traversal of a Binary Tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",10
"An array arr a mountain if the following properties hold:  arr.length >= 3 There exists some i with 0 < i < arr.length - 1 such that: 	 arr[0] < arr[1] < ... < arr[i - 1] < arr[i]  arr[i] > arr[i + 1] > ... > arr[arr.length - 1]    Given a mountain array arr, return the index i such that arr[0] < arr[1] < ... < arr[i - 1] < arr[i] > arr[i + 1] > ... > arr[arr.length - 1]. You must solve it in O(log(arr.length)) time complexity.  ",peak-index-in-a-mountain-array,Peak Index in a Mountain Array,"Array, Binary Search",10
"Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature. If there is no future day for which this is possible, keep answer[i] == 0 instead.  ",daily-temperatures,Daily Temperatures,"Array, Stack, Monotonic Stack",10
"Design a HashMap without using any built-in hash table libraries. Implement the MyHashMap class:  MyHashMap() initializes the object with an empty map. void put(int key, int value) inserts a (key, value) pair into the HashMap. If the key already exists in the map, update the corresponding value. int get(int key) returns the value to which the specified key is mapped, or -1 if this map contains no mapping for the key. void remove(key) removes the key and its corresponding value if the map contains the mapping for the key.   ",design-hashmap,Design HashMap,"Array, Hash Table, Linked List, Design, Hash Function",10
"The Fibonacci numbers, commonly denoted F(n) form a sequence, called the Fibonacci sequence, such that each number is the sum of the two preceding ones, starting from 0 and 1. That is,  F(0) = 0, F(1) = 1 F(n) = F(n - 1) + F(n - 2), for n > 1.  Given n, calculate F(n).  ",fibonacci-number,Fibonacci Number,"Math, Dynamic Programming, Recursion, Memoization",10
"Given string num representing a non-negative integer num, and an integer k, return the smallest possible integer after removing k digits from num.  ",remove-k-digits,Remove K Digits,"String, Stack, Greedy, Monotonic Stack",10
"You are given an array of variable pairs equations and an array of real numbers values, where equations[i] = [Ai, Bi] and values[i] represent the equation Ai / Bi = values[i]. Each Ai or Bi is a string that represents a single variable. You are also given some queries, where queries[j] = [Cj, Dj] represents the jth query where you must find the answer for Cj / Dj = ?. Return the answers to all queries. If a single answer cannot be determined, return -1.0. Note: The input is always valid. You may assume that evaluating the queries will not result in division by zero and that there is no contradiction.  ",evaluate-division,Evaluate Division,"Array, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path",10
